,state,county,candidate,party,total_votes,won,fips,state_code,male,female,median_age,population,female_percentage,lat,long,color
10226,North Carolina,Granville County,Donald Trump,REP,16647,True,37077,NC,30046,28828,42.6,58874,48.96558752590278,36.30404948593293,-78.65272269937773,red
10232,North Carolina,Greene County,Donald Trump,REP,4874,True,37079,NC,11593,9415,41.2,21008,44.81626047220106,35.485002566883246,-77.67576148339721,red
10238,North Carolina,Guilford County,Joe Biden,DEM,173086,True,37081,NC,248019,275563,37.1,523582,52.6303425251441,36.079468349717395,-79.7889075794404,blue
10244,North Carolina,Halifax County,Joe Biden,DEM,15545,True,37083,NC,24959,26778,43.1,51737,51.75792952819066,36.25744662391024,-77.65173465817116,blue
10250,North Carolina,Harnett County,Donald Trump,REP,35177,True,37085,NC,64574,65787,34.2,130361,50.46524650777457,35.368632992355316,-78.8694147355679,red
10256,North Carolina,Haywood County,Donald Trump,REP,22834,True,37087,NC,29220,31213,47.6,60433,51.64893352969404,35.55604229760749,-82.98219390643519,red
10262,North Carolina,Henderson County,Donald Trump,REP,40032,True,37089,NC,54724,58901,47.1,113625,51.838063806380646,35.33631095035394,-82.47996963987708,red
10268,North Carolina,Hertford County,Joe Biden,DEM,7097,True,37091,NC,11947,12206,42.1,24153,50.536165279675394,36.359065586938456,-76.98200271120339,blue
10274,North Carolina,Hoke County,Joe Biden,DEM,11804,True,37093,NC,26320,26919,32.5,53239,50.5625575236199,35.0175433209397,-79.2372635327356,blue
10280,North Carolina,Hyde County,Donald Trump,REP,1418,True,37095,NC,2832,2561,40.0,5393,47.487483775264224,35.53048716223178,-76.25080937261617,red
10286,North Carolina,Iredell County,Donald Trump,REP,67010,True,37097,NC,84936,87589,40.4,172525,50.76887407622085,35.8070269304132,-80.87344028078195,red
10292,North Carolina,Jackson County,Donald Trump,REP,11356,True,37099,NC,20838,21418,37.5,42256,50.68629307080651,35.28753604670403,-83.14082687764746,red
10298,North Carolina,Johnston County,Donald Trump,REP,68353,True,37101,NC,93865,97307,38.1,191172,50.90023643629821,35.517814566226164,-78.36571445577427,red
10304,North Carolina,Jones County,Donald Trump,REP,3280,True,37103,NC,4828,4867,47.2,9695,50.201134605466734,35.02172492774322,-77.35518726325819,red
10310,North Carolina,Lee County,Donald Trump,REP,16469,True,37105,NC,29225,30900,38.2,60125,51.392931392931395,35.475189724170534,-79.17147916668,red
10316,North Carolina,Lenoir County,Donald Trump,REP,14590,True,37107,NC,27391,29836,42.2,57227,52.136229402205245,35.238773407964686,-77.64124599796061,red
10322,North Carolina,Lincoln County,Donald Trump,REP,36341,True,37109,NC,40372,41069,43.2,81441,50.427917142471244,35.48558087280177,-81.22350912533815,red
10328,North Carolina,McDowell County,Donald Trump,REP,16883,True,37111,NC,22833,22276,43.6,45109,49.382606575184546,35.6816998119451,-82.0493231274931,red
10334,North Carolina,Macon County,Donald Trump,REP,14211,True,37113,NC,16630,17780,49.8,34410,51.671025864574254,35.15047456374854,-83.4221218724124,red
10340,North Carolina,Madison County,Donald Trump,REP,7979,True,37115,NC,10502,10903,44.0,21405,50.936697033403405,35.85801433155334,-82.70576464432686,red
10346,North Carolina,Martin County,Donald Trump,REP,6532,True,37117,NC,10805,12249,46.1,23054,53.13177756571528,35.84321271851286,-77.10924769036451,red
10352,North Carolina,Mecklenburg County,Joe Biden,DEM,378107,True,37119,NC,506721,547593,35.0,1054314,51.9383219799794,35.24671331460537,-80.83277923218344,blue
10358,North Carolina,Mitchell County,Donald Trump,REP,7090,True,37121,NC,7400,7640,47.1,15040,50.79787234042554,36.013296869321834,-82.16363888311898,red
10364,North Carolina,Montgomery County,Donald Trump,REP,8411,True,37123,NC,13546,13792,43.3,27338,50.44992318384666,35.332465125105216,-79.90548646611731,red
10370,North Carolina,Moore County,Donald Trump,REP,36764,True,37125,NC,46002,49627,44.5,95629,51.8953455541729,35.31064402510285,-79.4813804398859,red
10376,North Carolina,Nash County,Joe Biden,DEM,25947,True,37127,NC,45125,48878,41.4,94003,51.99621288682275,35.9672509498476,-77.98643325785984,blue
10382,North Carolina,New Hanover County,Joe Biden,DEM,66138,True,37129,NC,107274,116957,38.7,224231,52.15915729760827,34.23277287573914,-77.88471177124863,blue
10388,North Carolina,Northampton County,Joe Biden,DEM,6069,True,37131,NC,9845,10341,49.0,20186,51.228574259387685,36.417762071222505,-77.39685937097356,blue
10394,North Carolina,Onslow County,Donald Trump,REP,46078,True,37133,NC,107681,86231,26.2,193912,44.46914064111556,34.73212750139312,-77.43208152303735,red
10400,North Carolina,Orange County,Joe Biden,DEM,63594,True,37135,NC,68187,74751,34.7,142938,52.29610040716954,36.06110474900705,-79.12065991858002,blue
10406,North Carolina,Pamlico County,Donald Trump,REP,4849,True,37137,NC,6563,6179,52.1,12742,48.493172186469934,35.14345018969957,-76.7406980434452,red
10412,North Carolina,Pasquotank County,Joe Biden,DEM,9832,True,37139,NC,19146,20333,38.2,39479,51.50333088477418,36.295476673372406,-76.28398919035587,blue
10418,North Carolina,Pender County,Donald Trump,REP,21956,True,37141,NC,29239,29781,42.9,59020,50.45916638427652,34.52481543223719,-77.90509380950775,red
10424,North Carolina,Perquimans County,Donald Trump,REP,4903,True,37143,NC,6493,6966,49.6,13459,51.75718849840255,36.205848158037405,-76.44114255578745,red
10430,North Carolina,Person County,Donald Trump,REP,13184,True,37145,NC,18989,20316,43.2,39305,51.688080396896076,36.39000490625264,-78.97178238908528,red
10436,North Carolina,Pitt County,Joe Biden,DEM,47252,True,37147,NC,83620,93752,32.2,177372,52.856144149020125,35.593295823543905,-77.37449546409192,blue
10442,North Carolina,Polk County,Donald Trump,REP,7689,True,37149,NC,9682,10776,52.4,20458,52.67377065206765,35.27927468330177,-82.16966168177338,red
10448,North Carolina,Randolph County,Donald Trump,REP,56894,True,37151,NC,70428,72530,41.5,142958,50.735180962240655,35.71034005364689,-79.80600737122684,red
10454,North Carolina,Richmond County,Donald Trump,REP,11830,True,37153,NC,22124,23065,40.5,45189,51.04118258868309,35.005939218200176,-79.7478483233941,red
10460,North Carolina,Robeson County,Donald Trump,REP,27806,True,37155,NC,64365,69077,36.4,133442,51.76556106772982,34.640213972555884,-79.10392204505942,red
10466,North Carolina,Rockingham County,Donald Trump,REP,31301,True,37157,NC,43989,47281,44.5,91270,51.80344034184289,36.39601372383345,-79.77499283885615,red
10472,North Carolina,Rowan County,Donald Trump,REP,49297,True,37159,NC,69165,70440,40.2,139605,50.45664553561835,35.63947931146285,-80.52478950429494,red
10478,North Carolina,Rutherford County,Donald Trump,REP,24891,True,37161,NC,32258,34274,44.7,66532,51.51506042205254,35.402565091023554,-81.91984346745961,red
10484,North Carolina,Sampson County,Donald Trump,REP,17411,True,37163,NC,31231,32330,40.3,63561,50.86452384323721,34.99154033661566,-78.37138578943134,red
10490,North Carolina,Scotland County,Donald Trump,REP,7473,True,37165,NC,17398,17864,39.4,35262,50.66076796551528,34.84089928864634,-79.48037763934072,red
10496,North Carolina,Stanly County,Donald Trump,REP,25458,True,37167,NC,30445,30669,42.3,61114,50.18326406388061,35.31198126499317,-80.25098429450301,red
10502,North Carolina,Stokes County,Donald Trump,REP,20142,True,37169,NC,22483,23422,46.0,45905,51.022764404748926,36.401892403186274,-80.23949993333032,red
10508,North Carolina,Surry County,Donald Trump,REP,27538,True,37171,NC,34858,37241,43.8,72099,51.652588801509026,36.41477280535244,-80.68812364833508,red
10514,North Carolina,Swain County,Donald Trump,REP,4161,True,37173,NC,6799,7455,41.4,14254,52.301108460782935,35.48675460995758,-83.49278243023264,red
10520,North Carolina,Transylvania County,Donald Trump,REP,11636,True,37175,NC,16045,17468,50.7,33513,52.12305672425626,35.20214088153996,-82.79820829544559,red
10526,North Carolina,Tyrrell County,Donald Trump,REP,1044,True,37177,NC,2365,1754,49.2,4119,42.583151250303466,35.817205978630426,-76.20895098388705,red
10532,North Carolina,Union County,Donald Trump,REP,80382,True,37179,NC,111658,115036,38.0,226694,50.74505721368894,34.98840747141905,-80.53071999601002,red
10538,North Carolina,Vance County,Joe Biden,DEM,12431,True,37181,NC,20823,23659,40.7,44482,53.18780630367339,36.364898765558756,-78.4079260905245,blue
10544,North Carolina,Wake County,Joe Biden,DEM,393336,True,37183,NC,508866,537692,36.0,1046558,51.37718119779314,35.79025688474239,-78.65031090779999,blue
10550,North Carolina,Warren County,Joe Biden,DEM,6400,True,37185,NC,9985,10048,47.6,20033,50.1572405530874,36.39652057647636,-78.10668108358881,blue
10556,North Carolina,Washington County,Joe Biden,DEM,3396,True,37187,NC,5726,6430,45.5,12156,52.895689371503785,35.822589036263,-76.57747821838238,blue
10562,North Carolina,Watauga County,Joe Biden,DEM,17122,True,37189,NC,27145,26972,31.2,54117,49.84016113236137,36.23109566102055,-81.6964378064252,blue
10568,North Carolina,Wayne County,Donald Trump,REP,30709,True,37191,NC,60640,63362,37.6,124002,51.09756294253318,35.363964397077844,-78.00399646647884,red
10574,North Carolina,Wilkes County,Donald Trump,REP,27592,True,37193,NC,33719,34741,44.5,68460,50.74642126789366,36.20627886131311,-81.1633943583714,red
10580,North Carolina,Wilson County,Joe Biden,DEM,20754,True,37195,NC,38362,42974,40.6,81336,52.83515294580504,35.70514620035894,-77.91866574431377,blue
10586,North Carolina,Yadkin County,Donald Trump,REP,15933,True,37197,NC,18666,18999,44.1,37665,50.442054958183995,36.160533157245,-80.66523626238165,red
10592,North Carolina,Yancey County,Donald Trump,REP,7516,True,37199,NC,8648,9019,47.4,17667,51.04998018905304,35.89894457055494,-82.30762485734559,red
10598,North Dakota,Adams County,Donald Trump,REP,981,True,38001,ND,1115,1236,46.1,2351,52.57337303275203,46.0968324499697,-102.52850665091341,red
10602,North Dakota,Barnes County,Donald Trump,REP,3568,True,38003,ND,5430,5406,44.9,10836,49.88925802879291,46.93610903733814,-98.07156824283942,red
10606,North Dakota,Benson County,Donald Trump,REP,1094,True,38005,ND,3529,3357,30.5,6886,48.751089166424634,48.069382788751106,-99.36601031155752,red
10610,North Dakota,Billings County,Donald Trump,REP,541,True,38007,ND,556,390,40.6,946,41.2262156448203,47.02341651254101,-103.37636956284656,red
10614,North Dakota,Bottineau County,Donald Trump,REP,2575,True,38009,ND,3457,3132,45.1,6589,47.533768401881936,48.79217883835498,-100.83331939335771,red
10618,North Dakota,Bowman County,Donald Trump,REP,1395,True,38011,ND,1590,1605,41.4,3195,50.23474178403756,46.112623841760104,-103.52070014751476,red
10622,North Dakota,Burke County,Donald Trump,REP,994,True,38013,ND,1183,1030,34.6,2213,46.54315408947131,48.79099686657555,-102.51829757784634,red
10626,North Dakota,Burleigh County,Donald Trump,REP,34744,True,38015,ND,47152,46585,36.9,93737,49.697558061384505,46.977379968784504,-100.46873765573343,red
10630,North Dakota,Cass County,Donald Trump,REP,42619,True,38017,ND,88346,85856,32.2,174202,49.28531245335875,46.93297472207822,-97.2480470246318,red
10634,North Dakota,Cavalier County,Donald Trump,REP,1499,True,38019,ND,1959,1865,49.9,3824,48.770920502092046,48.77234191282144,-98.46485740941023,red
10638,North Dakota,Dickey County,Donald Trump,REP,1742,True,38021,ND,2450,2520,43.1,4970,50.70422535211267,46.11017837967821,-98.50466814152469,red
10642,North Dakota,Divide County,Donald Trump,REP,904,True,38023,ND,1174,1195,54.0,2369,50.44322498944703,48.81491654039503,-103.48724551431029,red
10646,North Dakota,Dunn County,Donald Trump,REP,1951,True,38025,ND,2298,2089,38.8,4387,47.61796216093002,47.35676924000523,-102.61826706589314,red
10650,North Dakota,Eddy County,Donald Trump,REP,854,True,38027,ND,1085,1228,44.0,2313,53.091223519239094,47.717585941192596,-98.90162501634347,red
10654,North Dakota,Emmons County,Donald Trump,REP,1738,True,38029,ND,1704,1648,52.6,3352,49.16467780429594,46.28504329131061,-100.2387716892313,red
10658,North Dakota,Foster County,Donald Trump,REP,1362,True,38031,ND,1616,1674,45.6,3290,50.88145896656536,47.457064245770205,-98.88298096382981,red
10662,North Dakota,Golden Valley County,Donald Trump,REP,871,True,38033,ND,892,990,44.6,1882,52.60361317747078,46.9402968875561,-103.8466232442407,red
10666,North Dakota,Grand Forks County,Donald Trump,REP,16987,True,38035,ND,36536,33864,29.5,70400,48.10227272727273,47.921910545319186,-97.45697388168558,red
10670,North Dakota,Grant County,Donald Trump,REP,1145,True,38037,ND,1205,1175,51.9,2380,49.36974789915966,46.358287493602774,-101.63971383633765,red
10674,North Dakota,Griggs County,Donald Trump,REP,907,True,38039,ND,1142,1124,50.2,2266,49.602824360105906,47.45728109367664,-98.23704597509672,red
10678,North Dakota,Hettinger County,Donald Trump,REP,1091,True,38041,ND,1250,1326,45.1,2576,51.475155279503106,46.43252409621886,-102.4603530932752,red
10682,North Dakota,Kidder County,Donald Trump,REP,1215,True,38043,ND,1301,1159,45.2,2460,47.113821138211385,46.98014729684903,-99.78009295828384,red
10686,North Dakota,LaMoure County,Donald Trump,REP,1645,True,38045,ND,2148,1952,48.4,4100,47.609756097560975,46.45690052774143,-98.53542669562445,red
10690,North Dakota,Logan County,Donald Trump,REP,930,True,38047,ND,1000,927,52.6,1927,48.10586403736378,46.457354843525145,-99.477423047157,red
10694,North Dakota,McHenry County,Donald Trump,REP,2364,True,38049,ND,3034,2893,42.8,5927,48.81052809178336,48.23456893341793,-100.636279574912,red
10698,North Dakota,McIntosh County,Donald Trump,REP,1153,True,38051,ND,1323,1331,53.5,2654,50.15071590052751,46.1118438269065,-99.44119708358069,red
10702,North Dakota,McKenzie County,Donald Trump,REP,4482,True,38053,ND,6822,5714,30.7,12536,45.58072750478622,47.74018777959035,-103.39529009437052,red
10706,North Dakota,McLean County,Donald Trump,REP,4198,True,38055,ND,4958,4650,46.1,9608,48.39716902581183,47.60696207873244,-101.3218557983508,red
10710,North Dakota,Mercer County,Donald Trump,REP,3856,True,38057,ND,4406,4164,43.9,8570,48.58809801633606,47.30921183470984,-101.83153135025057,red
10714,North Dakota,Morton County,Donald Trump,REP,12243,True,38059,ND,15753,14791,37.7,30544,48.42522262964903,46.716062486766575,-101.28116321805031,red
10718,North Dakota,Mountrail County,Donald Trump,REP,2824,True,38061,ND,5489,4663,33.5,10152,45.93183609141056,48.20132746183886,-102.35566358996012,red
10722,North Dakota,Nelson County,Donald Trump,REP,1141,True,38063,ND,1485,1435,52.9,2920,49.14383561643836,47.92170062914914,-98.19205659436994,red
10726,North Dakota,Oliver County,Donald Trump,REP,918,True,38065,ND,935,902,50.0,1837,49.101796407185624,47.11528606500725,-101.34038110013523,red
10730,North Dakota,Pembina County,Donald Trump,REP,2460,True,38067,ND,3649,3367,47.9,7016,47.99030786773089,48.76749984759714,-97.55184788521457,red
10734,North Dakota,Pierce County,Donald Trump,REP,1585,True,38069,ND,2115,2095,45.8,4210,49.76247030878861,48.24959345010767,-99.97183459957316,red
10738,North Dakota,Ramsey County,Donald Trump,REP,3577,True,38071,ND,5886,5671,41.6,11557,49.069827809985284,48.2689364362468,-98.72012084968806,red
10742,North Dakota,Ransom County,Donald Trump,REP,1418,True,38073,ND,2677,2684,46.4,5361,50.06528632717775,46.45616096567882,-97.65746450471158,red
10746,North Dakota,Renville County,Donald Trump,REP,1065,True,38075,ND,1258,1237,41.0,2495,49.579158316633276,48.71906618265789,-101.65780564622636,red
10750,North Dakota,Richland County,Donald Trump,REP,5072,True,38077,ND,8528,7760,37.8,16288,47.64243614931238,46.26460621527204,-96.94829461306571,red
10754,North Dakota,Rolette County,Joe Biden,DEM,2482,True,38079,ND,7218,7385,30.8,14603,50.57180031500378,48.77245428661973,-99.84096633105251,blue
10758,North Dakota,Sargent County,Donald Trump,REP,1266,True,38081,ND,2052,1831,45.1,3883,47.15426216842648,46.10782593308688,-97.63055638428335,red
10762,North Dakota,Sheridan County,Donald Trump,REP,688,True,38083,ND,723,682,51.5,1405,48.540925266903926,47.57541039896695,-100.34567898192995,red
10766,North Dakota,Sioux County,Joe Biden,DEM,804,True,38085,ND,2209,2204,28.2,4413,49.943349195558575,46.11266483769133,-101.04041580278641,blue
10770,North Dakota,Slope County,Donald Trump,REP,380,True,38087,ND,353,351,50.8,704,49.85795454545455,46.44722141834416,-103.45986397721308,red
10774,North Dakota,Stark County,Donald Trump,REP,12110,True,38089,ND,15864,15012,33.9,30876,48.62028760202099,46.81068349263385,-102.65511912517584,red
10778,North Dakota,Steele County,Donald Trump,REP,652,True,38091,ND,1001,909,50.5,1910,47.59162303664922,47.45616684150485,-97.72469897815512,red
10782,North Dakota,Stutsman County,Donald Trump,REP,6994,True,38093,ND,10875,10189,40.2,21064,48.37162932016711,46.979234267538786,-98.95883534915777,red
10786,North Dakota,Towner County,Donald Trump,REP,830,True,38095,ND,1197,1049,47.8,2246,46.705253784505786,48.68553990916085,-99.24577986177118,red
10790,North Dakota,Traill County,Donald Trump,REP,2522,True,38097,ND,4077,3942,41.3,8019,49.158249158249156,47.45418015160985,-97.16161112820349,red
10794,North Dakota,Walsh County,Donald Trump,REP,3324,True,38099,ND,5543,5259,44.4,10802,48.685428624328836,48.36946564965634,-97.721344989513,red
10798,North Dakota,Ward County,Donald Trump,REP,19974,True,38101,ND,35881,33153,31.4,69034,48.02416200712693,48.221745359850246,-101.54181008387951,red
10802,North Dakota,Wells County,Donald Trump,REP,1893,True,38103,ND,2003,2052,52.1,4055,50.60419235511714,47.587523038716775,-99.66097447142329,red
10806,North Dakota,Williams County,Donald Trump,REP,11739,True,38105,ND,18751,15310,31.5,34061,44.94876838613077,48.343688193448905,-103.48023032651103,red
